
                        S T E P       1


                                INCREMENT     1


 forces (fx,fy,fz) for set RIGHT_LOADED_EDGE and time  0.2500000E-02

         8  1.852468E-01 -6.206725E-02  8.330527E-17
        10  1.853781E-01  6.184793E-02  2.137606E-17
       538  2.453070E-01 -4.833744E-02  1.657857E-16
       539  2.228992E-01 -3.608211E-02  2.760678E-16
       540  2.134496E-01 -3.522801E-02  2.504769E-16
       541  2.084355E-01 -2.702558E-02  1.364303E-16
       542  2.059607E-01 -2.315866E-02  4.619470E-17
       543  2.053293E-01 -1.783107E-02  5.869260E-17
       544  2.038238E-01 -1.663496E-02  2.837107E-16
       545  2.025430E-01 -1.324048E-02  1.720672E-16
       546  2.023734E-01 -8.258384E-03  1.318650E-16
       547  2.020530E-01 -5.744126E-03  3.078641E-16
       548  2.023108E-01 -2.870221E-03  4.195261E-17
       549  2.016860E-01 -4.909206E-04  1.501867E-17
       550  2.021621E-01  3.990492E-03 -1.459033E-17
       551  2.024920E-01  5.082945E-03  1.453976E-17
       552  2.025276E-01  9.276652E-03  3.123945E-16
       553  2.029687E-01  1.187792E-02  2.270636E-16
       554  2.035224E-01  1.562464E-02  2.682468E-16
       555  2.049845E-01  1.857999E-02 -7.985256E-17
       556  2.066777E-01  2.416534E-02 -5.271255E-17
       557  2.092998E-01  2.772568E-02  7.569795E-17
       558  2.147965E-01  3.328891E-02  2.731157E-16
       559  2.229184E-01  3.688010E-02  1.686078E-16
       560  2.458831E-01  4.862863E-02  2.327431E-16

 total force (fx,fy,fz) for set RIGHT_LOADED_EDGE and time  0.2500000E-02

        5.205029E+00  2.784717E-13  3.416061E-15

 forces (fx,fy,fz) for set BEARING_ARCS and time  0.2500000E-02

        33 -3.996941E-02  2.382909E-14 -2.249566E-18
        34  3.094500E-03  1.800239E-14  2.072349E-18
        35  2.345190E-03  4.865602E-14  6.526620E-19
        36 -5.760593E-03  7.704341E-15 -3.283307E-19
        37 -7.429947E-03 -9.122275E-15  1.009124E-18
        38  2.777396E-04 -2.546411E-14 -3.206468E-19
        39 -4.293130E-03  3.175494E-14 -3.054692E-19
        40 -2.718987E-03  2.694688E-15  4.099456E-19
