
                        S T E P       1


                                INCREMENT     1


 forces (fx,fy,fz) for set LOADED_EDGE and time  0.5000000E-02

         8  3.064397E-01 -1.018694E-01  2.603444E-16
        10  3.066987E-01  1.020654E-01 -1.228636E-15
       309  4.083146E-01 -8.175202E-02  2.685724E-16
       310  3.702148E-01 -6.164626E-02  5.397594E-16
       311  3.562199E-01 -5.369638E-02 -1.269021E-15
       312  3.500965E-01 -4.494777E-02 -5.672399E-16
       313  3.445443E-01 -3.698536E-02  6.607658E-17
       314  3.428168E-01 -3.203593E-02  7.479078E-16
       315  3.411963E-01 -2.346047E-02  2.792546E-16
       316  3.403536E-01 -1.905777E-02  3.635902E-16
       317  3.397711E-01 -1.413692E-02  2.944867E-16
       318  3.398625E-01 -7.337832E-03 -6.397991E-16
       319  3.392885E-01 -2.707997E-03  7.158566E-16
       320  3.393497E-01  2.490869E-03  1.867889E-16
       321  3.394174E-01  7.822010E-03  1.723047E-15
       322  3.397320E-01  1.322328E-02 -3.199207E-16
       323  3.403775E-01  1.878249E-02 -5.696307E-16
       324  3.412775E-01  2.462472E-02 -7.901879E-17
       325  3.428040E-01  3.088309E-02  1.427792E-16
       326  3.451551E-01  3.761901E-02  3.974567E-16
       327  3.491735E-01  4.505791E-02 -1.869275E-16
       328  3.565431E-01  5.321556E-02  1.111741E-15
       329  3.708541E-01  6.343220E-02 -8.427792E-16
       330  4.074615E-01  8.041979E-02 -1.856216E-16

 total force (fx,fy,fz) for set LOADED_EDGE and time  0.5000000E-02

        8.357963E+00  2.196170E-06  1.209067E-15

                                INCREMENT     2


 forces (fx,fy,fz) for set LOADED_EDGE and time  0.1000000E-01

         8  6.127363E-01 -2.037328E-01 -1.237336E-16
        10  6.132544E-01  2.041252E-01 -3.359843E-15
       309  8.165073E-01 -1.635034E-01  4.009115E-16
       310  7.403324E-01 -1.232885E-01  1.631728E-15
       311  7.123509E-01 -1.073876E-01 -2.634704E-15
       312  7.001084E-01 -8.989063E-02  1.623573E-16
       313  6.890071E-01 -7.396613E-02 -1.195999E-16
       314  6.855533E-01 -6.406774E-02  7.937963E-16
       315  6.823135E-01 -4.691777E-02  2.130523E-16
       316  6.806286E-01 -3.811281E-02  3.568168E-16
       317  6.794641E-01 -2.827181E-02  4.658662E-16
       318  6.796469E-01 -1.467459E-02  2.750368E-16
       319  6.784992E-01 -5.415651E-03  1.046087E-15
       320  6.786216E-01  4.981392E-03  1.129532E-15
       321  6.787570E-01  1.564286E-02  2.181614E-15
       322  6.793859E-01  2.644466E-02 -2.690955E-16
       323  6.806765E-01  3.756232E-02 -1.260780E-15
       324  6.824758E-01  4.924607E-02 -3.625058E-17
       325  6.855279E-01  6.176210E-02  1.043192E-15
       326  6.902285E-01  7.523336E-02  1.547413E-15
       327  6.982627E-01  9.011084E-02 -4.994442E-16
       328  7.129974E-01  1.064262E-01  5.860384E-16
       329  7.416100E-01  1.268607E-01 -1.433783E-15
       330  8.148017E-01  1.608382E-01  1.809059E-16

 total force (fx,fy,fz) for set LOADED_EDGE and time  0.1000000E-01

        1.671375E+01  4.401587E-06  2.277114E-15

                                INCREMENT     3


 forces (fx,fy,fz) for set LOADED_EDGE and time  0.1750000E-01

         8  1.071913E+00 -3.565169E-01  1.363669E-16
        10  1.072820E+00  3.572044E-01 -4.041937E-15
       309  1.428568E+00 -2.861294E-01 -3.468991E-16
       310  1.295327E+00 -2.157443E-01  2.157991E-15
       311  1.246381E+00 -1.879149E-01 -5.085225E-15
       312  1.224968E+00 -1.572957E-01 -2.751878E-18
       313  1.205549E+00 -1.294287E-01 -1.235027E-15
       314  1.199508E+00 -1.121077E-01  9.737813E-16
       315  1.193841E+00 -8.209774E-02 -9.209566E-16
       316  1.190894E+00 -6.669027E-02 -5.579634E-16
       317  1.188857E+00 -4.947033E-02 -1.965089E-15
       318  1.189177E+00 -2.567771E-02  2.474297E-16
       319  1.187170E+00 -9.476490E-03  4.408007E-15
       320  1.187384E+00  8.716530E-03  3.273145E-15
       321  1.187620E+00  2.737198E-02  4.127308E-15
       322  1.188720E+00  4.627320E-02 -2.339710E-15
       323  1.190978E+00  6.572708E-02 -4.508309E-15
       324  1.194125E+00  8.617179E-02  3.961213E-16
       325  1.199463E+00  1.080730E-01 -1.650111E-15
       326  1.207685E+00  1.316461E-01  2.181638E-15
       327  1.221739E+00  1.576809E-01  1.953839E-15
       328  1.247512E+00  1.862330E-01  2.297702E-15
       329  1.297560E+00  2.219963E-01 -1.566161E-15
       330  1.425585E+00  2.814634E-01  2.860633E-15

 total force (fx,fy,fz) for set LOADED_EDGE and time  0.1750000E-01

        2.924334E+01  7.726897E-06  7.938228E-16

                                INCREMENT     4


 forces (fx,fy,fz) for set LOADED_EDGE and time  0.2875000E-01

         8  1.759289E+00 -5.854058E-01  6.455530E-16
        10  1.760786E+00  5.865400E-01 -5.205355E-15
       309  2.345101E+00 -4.698547E-01  7.636932E-16
       310  2.126465E+00 -3.542508E-01  3.126114E-16
       311  2.046146E+00 -3.085434E-01 -5.554200E-15
       312  2.011012E+00 -2.582636E-01 -1.392173E-17
       313  1.979145E+00 -2.125042E-01 -1.956557E-15
       314  1.969233E+00 -1.840640E-01 -1.312403E-15
       315  1.959936E+00 -1.347902E-01 -9.950675E-16
       316  1.955100E+00 -1.094927E-01 -1.416076E-15
       317  1.951758E+00 -8.122045E-02 -4.473217E-16
       318  1.952285E+00 -4.215740E-02 -9.686741E-16
       319  1.948990E+00 -1.555878E-02  2.732164E-16
       320  1.949342E+00  1.431082E-02 -2.021598E-15
       321  1.949731E+00  4.493900E-02  6.318087E-15
       322  1.951536E+00  7.597145E-02 -7.366992E-15
       323  1.955241E+00  1.079114E-01 -9.443243E-15
       324  1.960406E+00  1.414791E-01 -2.915315E-15
       325  1.969167E+00  1.774389E-01 -2.129951E-15
       326  1.982659E+00  2.161453E-01  3.054551E-15
       327  2.005720E+00  2.588962E-01  5.258729E-15
       328  2.048012E+00  3.057839E-01  1.675528E-15
       329  2.130136E+00  3.645204E-01 -3.159687E-15
       330  2.340217E+00  4.621895E-01  1.882188E-15

 total force (fx,fy,fz) for set LOADED_EDGE and time  0.2875000E-01

        4.800741E+01  1.994327E-05 -2.472220E-14

                                INCREMENT     5


 forces (fx,fy,fz) for set LOADED_EDGE and time  0.4562500E-01

         8  2.765017E+00 -9.206920E-01  2.062450E-15
        10  2.767548E+00  9.225380E-01 -1.095481E-14
       309  3.686871E+00 -7.390097E-01  1.874962E-15
       310  3.343454E+00 -5.571058E-01  7.723197E-15
       311  3.217327E+00 -4.851729E-01 -3.356539E-15
       312  3.162187E+00 -4.060689E-01  6.639016E-16
       313  3.112149E+00 -3.340884E-01 -6.002705E-15
       314  3.096598E+00 -2.893544E-01 -3.637601E-16
       315  3.082008E+00 -2.118691E-01  5.880723E-16
       316  3.074416E+00 -1.720947E-01  1.833796E-15
       317  3.069170E+00 -1.276478E-01  5.663730E-16
       318  3.070000E+00 -6.624823E-02  4.948941E-16
       319  3.064829E+00 -2.444695E-02  2.859525E-15
       320  3.065391E+00  2.249732E-02  5.025412E-15
       321  3.066014E+00  7.063328E-02  1.064663E-14
       322  3.068863E+00  1.194102E-01  1.069402E-15
       323  3.074698E+00  1.696203E-01 -6.575730E-15
       324  3.082822E+00  2.223987E-01 -4.046706E-15
       325  3.096591E+00  2.789482E-01 -4.013714E-15
       326  3.117784E+00  3.398291E-01  1.408130E-14
       327  3.153999E+00  4.070839E-01  1.158311E-15
       328  3.220417E+00  4.808585E-01  7.218899E-15
       329  3.349396E+00  5.732932E-01 -9.028099E-15
       330  3.679423E+00  7.269765E-01 -3.860056E-16

 total force (fx,fy,fz) for set LOADED_EDGE and time  0.4562500E-01

        7.548697E+01  2.883383E-04  1.313906E-14

                                INCREMENT     6


